RunId,DriveName,RootAbsPath,RelPath,FileName,Extension,SizeBytes,LastWriteTimeIso,IsDirectory,DocId,Url
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","","TSi — Corporate","",0,"2025-11-16T16:08:11Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","","desktop.ini",".ini",246,"2026-03-01T22:28:09Z",false,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate","06. Security & Access Control",". Security & Access Control",0,"2025-11-16T16:49:44Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate","03. Strategy",". Strategy",0,"2025-11-16T16:48:11Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate","01. Corporate Governance",". Corporate Governance",0,"2025-11-16T16:24:57Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate","05. Communications",". Communications",0,"2025-11-16T16:49:13Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate","04. Finance (Executive Copies Only)",". Finance (Executive Copies Only)",0,"2025-11-16T16:48:43Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate","02. Legal folder",". Legal folder",0,"2025-11-16T16:44:40Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate\06. Security & Access Control","Permissions Matrix","",0,"2025-11-16T17:01:10Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate\06. Security & Access Control","Access Requests","",0,"2025-11-16T17:01:48Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate\06. Security & Access Control","Audit Logs","",0,"2025-11-16T17:02:15Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate\03. Strategy","Quarterly OKRs","",0,"2025-11-16T16:55:14Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate\03. Strategy","Annual Plans","",0,"2025-11-16T16:55:08Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate\03. Strategy","EmpireBuild Strategy","",0,"2025-11-16T16:53:48Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate\03. Strategy","3-Year Roadmaps","",0,"2025-11-16T16:54:27Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate\03. Strategy","Brand Strategy","",0,"2025-11-16T16:54:06Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate\01. Corporate Governance","Approvals Register","",0,"2025-11-16T16:42:54Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate\01. Corporate Governance","Policies","",0,"2025-11-16T16:34:04Z",true,"",""
"manual_corporate","1. Corporate","G:\Shared drives\1. Corporate","TSi — Corporate\01. Corporate Governance","Foundational Documents","",0,"2025-11-16T16:41:40Z",true,"",""
